state_u,district_u,log_ncrb_rape,log_ncrb_kidnap,log_ncrb_dowry,log_ncrb_assault,log_ncrb_insult,log_ncrb_cruelty,log_ncrb_total,frac_rape,frac_kidnap,frac_dowry,frac_assault,frac_cruelty
UTTARAKHAND,CHAMPAWAT,2.1972245773362196,0.0,0.0,1.791759469228055,0.0,2.0794415416798357,3.091042453358316,0.38095238095238093,0.0,0.0,0.23809523809523808,0.3333333333333333
UTTARAKHAND,DEHRADUN,4.02535169073515,2.5649493574615367,2.3978952727983707,4.394449154672439,0.6931471805599453,5.0106352940962555,5.886104031450156,0.1532033426183844,0.033426183844011144,0.027855153203342618,0.22284122562674094,0.415041782729805
UTTARAKHAND,HARIDWAR,4.30406509320417,4.0943445622221,0.0,4.605170185988092,0.0,0.0,6.003887067106539,0.1806930693069307,0.14603960396039603,0.0,0.24504950495049505,0.0
UTTARAKHAND,NAINITAL,3.6109179126442243,4.007333185232471,1.791759469228055,3.6635616461296463,0.0,3.4657359027997265,5.313205979041787,0.1782178217821782,0.26732673267326734,0.024752475247524754,0.18811881188118812,0.15346534653465346
UTTARAKHAND,PAURI GARHWAL,2.1972245773362196,3.4339872044851463,2.0794415416798357,2.5649493574615367,0.6931471805599453,2.302585092994046,4.406719247264253,0.09876543209876543,0.37037037037037035,0.08641975308641975,0.14814814814814814,0.1111111111111111
UTTARAKHAND,PITHORAGARH,2.1972245773362196,0.6931471805599453,1.3862943611198906,2.302585092994046,0.0,2.0794415416798357,3.367295829986474,0.2857142857142857,0.03571428571428571,0.10714285714285714,0.32142857142857145,0.25
UTTARAKHAND,RUDRA PRAYAG,1.6094379124341003,2.0794415416798357,0.6931471805599453,2.302585092994046,0.0,1.0986122886681098,3.1780538303479458,0.17391304347826086,0.30434782608695654,0.043478260869565216,0.391304347826087,0.08695652173913043
UTTARAKHAND,TEHRI GARHWAL,2.0794415416798357,2.6390573296152584,0.0,0.0,0.0,2.0794415416798357,3.332204510175204,0.25925925925925924,0.48148148148148145,0.0,0.0,0.25925925925925924
UTTARAKHAND,UDHAMSINGH NAGAR,3.912023005428146,4.189654742026425,2.3978952727983707,4.219507705176107,0.0,4.276666119016055,6.09807428216624,0.11036036036036036,0.1463963963963964,0.02252252252252252,0.15090090090090091,0.15990990990990991
UTTARAKHAND,UTTARKASHI,2.302585092994046,1.791759469228055,0.0,2.0794415416798357,0.6931471805599453,2.1972245773362196,3.4339872044851463,0.3,0.16666666666666666,0.0,0.23333333333333334,0.26666666666666666
WEST BENGAL,NORTH 24 PARGANAS,5.429345628954441,6.418364935936212,4.204692619390966,5.768320995793772,3.9318256327243257,7.614805364711073,8.298041661371565,0.05653798256537983,0.15242839352428394,0.01643835616438356,0.07945205479452055,0.5048567870485678
WEST BENGAL,SOUTH 24 PARGANAS,5.834810737062605,6.546785410760524,3.9889840465642745,5.749392985908253,2.70805020110221,8.173857454773621,8.651549243915316,0.0596362364463099,0.12172088142707241,0.009268975166142007,0.05473941937740469,0.6201469045120671
WEST BENGAL,ALIPURDUAR,4.77912349311153,4.8283137373023015,1.0986122886681098,4.430816798843313,1.9459101490553132,5.796057750765372,6.558197802812269,0.16761363636363635,0.17613636363636365,0.002840909090909091,0.11789772727272728,0.4659090909090909
WEST BENGAL,ASANSOL-DURGAPUR PC,4.07753744390572,4.653960350157523,3.367295829986474,5.081404364984463,0.6931471805599453,6.208590026096629,6.90975328164481,0.057942057942057944,0.1038961038961039,0.027972027972027972,0.15984015984015984,0.4955044955044955
WEST BENGAL,BANKURA,4.382026634673881,4.174387269895637,2.9444389791664403,4.804021044733257,0.0,5.75890177387728,6.594413459749778,0.10821917808219178,0.08767123287671233,0.024657534246575342,0.16575342465753426,0.4328767123287671
